student_id,age,gender,city,state,university,course,branch,year_of_study,attendance_percentage,cgpa,study_hours_per_day,revision_frequency,online_courses,group_study,sleep_hours,screen_time_hours,physical_activity,part_time_job,exam_stress_level,motivation_level,parental_support,performance_category
509,18,Male,Dehradun,Uttarakhand,Graphic Era Deemed to be University,BTech,CE,3,71.7,9.1,3.8,Daily,Yes,Yes,7.3,3.6,Medium,No,8,7,Low,Excellent
510,17,Male,Dehradun,Uttarakhand,Graphic Era Deemed to be University,MBA,NA,1,76.6,9.7,2.8,Weekly,No,No,7.1,5.3,High,Yes,1,5,High,Excellent
511,20,Female,Dehradun,Uttarakhand,Graphic Era Deemed to be University,BA,English,2,71.0,10.0,6.0,Weekly,Yes,Yes,5.1,8.6,Low,No,5,8,High,Excellent
512,21,Female,Dehradun,Uttarakhand,Graphic Era Deemed to be University,BSc,Mathematics,4,74.1,9.1,1.9,Daily,No,Yes,8.4,5.8,Medium,No,6,8,High,Excellent
513,20,Male,Dehradun,Uttarakhand,Graphic Era Deemed to be University,BTech,IT,3,72.1,10.0,3.3,Daily,No,Yes,7.1,3.0,Low,Yes,4,9,Low,Excellent
514,19,Female,Dehradun,Uttarakhand,Graphic Era Deemed to be University,BA,English,2,80.4,9.3,3.1,Weekly,No,Yes,8.4,5.6,High,No,6,8,Medium,Excellent
515,22,Female,Dehradun,Uttarakhand,Graphic Era Deemed to be University,BTech,ECE,3,62.7,9.9,5.9,Daily,Yes,No,6.6,5.5,Low,No,2,5,Medium,Excellent
516,19,Female,Dehradun,Uttarakhand,Graphic Era Deemed to be University,BTech,ME,2,76.6,9.9,4.9,Rare,No,No,7.2,6.6,High,No,3,4,Medium,Excellent
517,18,Female,Dehradun,Uttarakhand,Graphic Era Deemed to be University,BBA,NA,4,94.6,8.8,3.1,Daily,No,Yes,7.0,8.1,Medium,No,8,6,Medium,Excellent
518,19,Male,Dehradun,Uttarakhand,Graphic Era Deemed to be University,MBA,NA,1,81.4,8.6,4.8,Rare,No,No,7.0,7.2,Medium,No,9,7,Medium,Excellent
519,17,Male,Dehradun,Uttarakhand,Graphic Era Deemed to be University,BSc,Mathematics,4,51.7,9.6,4.1,Daily,Yes,No,6.9,5.0,High,No,6,6,Medium,Excellent
520,20,Male,Dehradun,Uttarakhand,Graphic Era Deemed to be University,BTech,CE,2,70.5,9.0,5.0,Weekly,Yes,No,6.8,7.1,Low,No,5,5,Medium,Excellent
521,20,Female,Dehradun,Uttarakhand,Graphic Era Deemed to be University,MBA,NA,1,82.8,7.9,3.1,Weekly,No,No,5.2,5.1,Low,Yes,7,5,Medium,Good
522,21,Female,Dehradun,Uttarakhand,Graphic Era Deemed to be University,BTech,ME,3,70.9,8.7,1.2,Daily,Yes,No,6.8,5.0,Medium,Yes,4,6,Medium,Excellent
523,19,Male,Dehradun,Uttarakhand,Graphic Era Deemed to be University,BTech,ME,2,81.1,9.5,6.2,Weekly,Yes,No,6.7,6.6,Medium,No,4,4,Low,Excellent
524,19,Female,Dehradun,Uttarakhand,Graphic Era Deemed to be University,BTech,IT,1,81.6,10.0,7.0,Weekly,No,No,6.3,5.2,Medium,No,5,7,Low,Excellent
525,21,Female,Dehradun,Uttarakhand,Graphic Era Deemed to be University,BBA,NA,3,53.7,6.8,0.5,Rare,No,No,6.5,8.2,High,No,2,1,High,Average
526,20,Female,Dehradun,Uttarakhand,Graphic Era Deemed to be University,BBA,NA,2,67.1,8.2,2.0,Daily,Yes,Yes,6.0,6.2,High,No,4,7,Medium,Good
527,18,Male,Dehradun,Uttarakhand,Graphic Era Deemed to be University,BSc,Physics,2,66.7,9.2,3.1,Weekly,No,No,6.5,7.6,Medium,No,2,6,Low,Excellent
528,22,Female,Dehradun,Uttarakhand,Graphic Era Deemed to be University,BTech,IT,2,73.2,9.5,4.0,Rare,No,No,5.2,1.2,High,Yes,7,6,Medium,Excellent
529,17,Male,Dehradun,Uttarakhand,Graphic Era Deemed to be University,BTech,CSE,1,83.2,9.3,6.3,Rare,No,Yes,7.4,6.6,Medium,Yes,6,3,Medium,Excellent
530,19,Male,Dehradun,Uttarakhand,Graphic Era Deemed to be University,MBA,NA,1,83.0,8.7,1.2,Weekly,No,No,5.8,8.9,Low,No,5,9,Medium,Excellent
531,17,Male,Dehradun,Uttarakhand,Graphic Era Deemed to be University,BBA,NA,3,86.9,10.0,2.6,Weekly,No,Yes,7.7,6.1,Medium,No,2,6,Medium,Excellent
532,20,Male,Dehradun,Uttarakhand,Graphic Era Deemed to be University,BTech,ME,1,77.4,10.0,5.1,Weekly,No,No,7.2,6.4,Medium,No,3,6,Medium,Excellent
533,18,Female,Dehradun,Uttarakhand,Graphic Era Deemed to be University,BTech,CSE,3,92.2,9.7,3.4,Rare,Yes,No,6.1,8.0,High,No,5,8,Medium,Excellent
534,19,Male,Dehradun,Uttarakhand,Graphic Era Deemed to be University,BTech,ECE,3,82.9,8.9,3.9,Daily,No,No,5.0,3.8,Medium,Yes,7,6,Low,Excellent
535,17,Male,Dehradun,Uttarakhand,Graphic Era Deemed to be University,BTech,ECE,1,67.2,8.3,0.5,Daily,Yes,No,6.9,4.8,Medium,Yes,4,6,Medium,Good
536,23,Female,Dehradun,Uttarakhand,Graphic Era Deemed to be University,BTech,CSE,2,62.9,9.4,5.2,Weekly,No,No,8.0,4.4,Low,No,6,5,Medium,Excellent
537,22,Other,Dehradun,Uttarakhand,Graphic Era Deemed to be University,MBA,NA,2,84.1,9.5,4.3,Rare,Yes,No,6.6,3.0,Medium,No,5,8,Medium,Excellent
538,18,Female,Dehradun,Uttarakhand,Graphic Era Deemed to be University,BBA,NA,2,79.3,8.5,2.0,Rare,Yes,No,6.2,5.2,Low,No,3,4,Low,Excellent
539,18,Female,Dehradun,Uttarakhand,Graphic Era Deemed to be University,BTech,ECE,4,62.0,7.6,2.6,Weekly,Yes,No,7.7,5.6,Medium,No,5,6,Medium,Good
540,20,Male,Dehradun,Uttarakhand,Graphic Era Deemed to be University,MBA,NA,1,81.8,8.6,2.9,Weekly,No,No,8.0,3.7,Medium,No,8,6,Low,Excellent
541,19,Female,Dehradun,Uttarakhand,Graphic Era Deemed to be University,BA,English,4,76.9,9.4,5.3,Weekly,No,No,5.9,4.5,High,Yes,8,5,Medium,Excellent
542,22,Female,Dehradun,Uttarakhand,Graphic Era Deemed to be University,BBA,NA,2,74.0,9.2,4.5,Weekly,Yes,No,5.8,7.5,High,No,6,7,Medium,Excellent
543,17,Male,Dehradun,Uttarakhand,Graphic Era Deemed to be University,BTech,CSE,1,83.0,9.8,0.5,Daily,Yes,No,6.7,7.9,Medium,No,6,10,Medium,Excellent
544,19,Male,Dehradun,Uttarakhand,Graphic Era Deemed to be University,BTech,CE,1,78.3,8.6,3.4,Weekly,Yes,Yes,5.4,4.1,Low,No,4,2,High,Excellent
545,19,Female,Dehradun,Uttarakhand,Graphic Era Deemed to be University,BTech,CE,2,61.3,9.5,4.1,Weekly,No,No,7.7,6.5,High,No,5,7,Medium,Excellent
546,20,Female,Dehradun,Uttarakhand,Graphic Era Deemed to be University,BA,English,4,69.8,8.0,3.9,Weekly,No,No,8.2,4.8,Low,Yes,10,5,High,Good
547,18,Male,Dehradun,Uttarakhand,Graphic Era Deemed to be University,BTech,ECE,1,80.2,8.7,0.9,Rare,Yes,No,6.5,3.8,High,Yes,6,8,Low,Excellent
548,17,Male,Dehradun,Uttarakhand,Graphic Era Deemed to be University,BTech,ME,1,98.4,9.4,3.9,Weekly,Yes,Yes,6.2,6.3,Medium,No,6,5,Low,Excellent
549,19,Female,Dehradun,Uttarakhand,Graphic Era Deemed to be University,BTech,CE,3,74.0,9.1,2.5,Daily,No,Yes,5.6,6.3,Low,No,7,7,Low,Excellent
550,20,Female,Dehradun,Uttarakhand,Graphic Era Deemed to be University,BTech,IT,3,72.7,10.0,4.8,Weekly,No,No,5.6,4.2,High,No,4,8,High,Excellent
551,20,Male,Dehradun,Uttarakhand,Graphic Era Deemed to be University,BSc,Chemistry,1,88.7,8.7,2.2,Weekly,No,Yes,7.3,5.7,High,No,7,6,Medium,Excellent
552,20,Female,Dehradun,Uttarakhand,Graphic Era Deemed to be University,BBA,NA,1,86.8,10.0,2.5,Rare,Yes,No,6.9,3.9,High,No,1,6,Low,Excellent
553,20,Male,Dehradun,Uttarakhand,Graphic Era Deemed to be University,MBA,NA,1,58.5,9.2,3.0,Daily,No,Yes,4.8,8.7,Medium,Yes,3,9,Low,Excellent
554,18,Female,Dehradun,Uttarakhand,Graphic Era Deemed to be University,BBA,NA,1,66.7,7.1,4.0,Weekly,Yes,Yes,6.2,6.2,Low,Yes,5,2,High,Average
555,20,Female,Dehradun,Uttarakhand,Graphic Era Deemed to be University,BTech,ME,1,72.4,8.2,2.7,Weekly,No,No,7.7,8.3,Low,No,5,5,Medium,Good
556,17,Male,Dehradun,Uttarakhand,Graphic Era Deemed to be University,BTech,CSE,4,80.2,9.6,4.3,Rare,No,Yes,7.7,2.1,Low,No,4,4,Low,Excellent
557,20,Male,Dehradun,Uttarakhand,Graphic Era Deemed to be University,BSc,Biology,1,93.0,9.2,2.8,Rare,Yes,Yes,6.5,8.3,Low,No,6,9,Low,Excellent
558,18,Male,Dehradun,Uttarakhand,Graphic Era Deemed to be University,BTech,ECE,1,64.7,7.8,1.2,Daily,Yes,Yes,7.7,8.4,Medium,Yes,9,8,Medium,Good
559,19,Male,Dehradun,Uttarakhand,Graphic Era Deemed to be University,BTech,IT,4,66.4,9.3,4.8,Rare,No,No,7.4,6.2,Medium,Yes,6,7,Medium,Excellent
560,21,Female,Dehradun,Uttarakhand,Graphic Era Deemed to be University,BTech,IT,1,83.4,9.5,4.8,Daily,Yes,No,7.5,5.1,Medium,Yes,7,3,Medium,Excellent
561,18,Female,Dehradun,Uttarakhand,Graphic Era Deemed to be University,MBA,NA,1,80.9,9.7,2.2,Daily,Yes,No,7.6,5.9,Low,No,2,7,Medium,Excellent
562,21,Female,Dehradun,Uttarakhand,Graphic Era Deemed to be University,BTech,IT,1,78.0,10.0,4.1,Weekly,No,No,6.0,4.8,High,No,5,8,Medium,Excellent
563,18,Female,Dehradun,Uttarakhand,Graphic Era Deemed to be University,BTech,IT,3,88.8,8.7,0.5,Weekly,Yes,Yes,5.8,4.1,Medium,No,3,3,Medium,Excellent
564,19,Male,Dehradun,Uttarakhand,Graphic Era Deemed to be University,BTech,ECE,3,81.8,9.6,4.5,Weekly,Yes,Yes,7.3,7.3,High,No,5,4,Medium,Excellent
565,19,Female,Dehradun,Uttarakhand,Graphic Era Deemed to be University,BSc,Chemistry,4,68.6,8.5,3.2,Weekly,No,Yes,6.1,5.2,High,Yes,6,7,Medium,Excellent
566,19,Male,Dehradun,Uttarakhand,Graphic Era Deemed to be University,BA,English,4,88.7,7.9,4.2,Weekly,Yes,Yes,9.0,8.4,Low,No,8,3,Medium,Good
567,19,Male,Dehradun,Uttarakhand,Graphic Era Deemed to be University,BTech,ME,1,72.5,9.4,3.8,Daily,Yes,Yes,7.9,7.0,Medium,No,4,7,Low,Excellent
568,20,Male,Dehradun,Uttarakhand,Graphic Era Deemed to be University,BSc,Biology,3,75.0,7.1,3.2,Weekly,No,Yes,7.8,3.9,Medium,No,9,2,Low,Average
569,20,Female,Dehradun,Uttarakhand,Graphic Era Deemed to be University,BSc,Chemistry,4,83.8,10.0,3.3,Daily,No,Yes,6.9,6.8,Low,No,5,9,High,Excellent
570,21,Male,Dehradun,Uttarakhand,Graphic Era Deemed to be University,MBA,NA,2,68.3,8.6,3.4,Weekly,No,No,6.7,4.0,Low,Yes,6,5,Medium,Excellent
571,18,Female,Dehradun,Uttarakhand,Graphic Era Deemed to be University,BTech,IT,1,95.2,9.1,2.2,Weekly,Yes,No,7.2,7.6,Low,Yes,4,8,Low,Excellent
572,22,Male,Dehradun,Uttarakhand,Graphic Era Deemed to be University,BSc,Chemistry,2,78.1,8.3,2.6,Rare,No,Yes,6.7,7.6,High,No,4,5,Medium,Good
573,18,Male,Dehradun,Uttarakhand,Graphic Era Deemed to be University,BSc,Chemistry,2,96.2,10.0,2.7,Weekly,Yes,Yes,7.8,6.4,Low,No,4,6,High,Excellent
574,19,Female,Dehradun,Uttarakhand,Graphic Era Deemed to be University,BSc,Physics,4,89.9,10.0,5.0,Weekly,Yes,No,7.9,5.1,Low,No,3,5,High,Excellent
575,20,Male,Dehradun,Uttarakhand,Graphic Era Deemed to be University,BBA,NA,2,56.3,9.1,3.5,Daily,Yes,Yes,7.2,5.4,Medium,No,8,7,Medium,Excellent
576,19,Male,Dehradun,Uttarakhand,Graphic Era Deemed to be University,BSc,Physics,4,87.4,10.0,6.0,Daily,No,Yes,8.3,3.8,Medium,No,5,5,Medium,Excellent
577,21,Female,Dehradun,Uttarakhand,Graphic Era Deemed to be University,BBA,NA,4,69.6,9.0,3.6,Daily,Yes,No,5.0,8.9,Low,No,4,6,High,Excellent
578,21,Female,Dehradun,Uttarakhand,Graphic Era Deemed to be University,MBA,NA,1,49.6,7.8,3.5,Daily,Yes,No,6.9,5.1,Low,No,9,4,Medium,Good
579,20,Male,Dehradun,Uttarakhand,Graphic Era Deemed to be University,BBA,NA,3,90.6,7.3,2.5,Weekly,Yes,Yes,6.3,8.2,Medium,Yes,6,3,Medium,Average
580,20,Male,Dehradun,Uttarakhand,Graphic Era Deemed to be University,BBA,NA,2,86.4,6.1,2.5,Rare,No,No,4.1,7.0,Medium,Yes,3,2,Medium,Average
581,21,Female,Dehradun,Uttarakhand,Graphic Era Deemed to be University,MBA,NA,2,79.3,7.9,3.2,Weekly,No,No,8.4,7.3,High,No,9,3,High,Good
582,17,Female,Dehradun,Uttarakhand,Graphic Era Deemed to be University,BSc,Physics,2,75.7,10.0,3.1,Weekly,Yes,No,7.6,6.1,Low,No,7,7,High,Excellent
583,19,Female,Dehradun,Uttarakhand,Graphic Era Deemed to be University,BTech,ECE,1,68.6,8.0,3.9,Weekly,Yes,Yes,6.2,9.0,High,Yes,5,5,Medium,Good
584,21,Male,Dehradun,Uttarakhand,Graphic Era Deemed to be University,BTech,ECE,4,76.4,8.0,2.5,Weekly,No,Yes,8.7,4.3,High,Yes,6,7,Low,Good
585,20,Female,Dehradun,Uttarakhand,Graphic Era Deemed to be University,BA,English,4,67.4,9.4,4.7,Weekly,No,No,6.0,7.4,Medium,No,8,8,High,Excellent
586,19,Female,Dehradun,Uttarakhand,Graphic Era Deemed to be University,BTech,ECE,2,72.2,9.8,5.7,Daily,No,Yes,6.3,3.9,High,No,7,4,High,Excellent
587,17,Male,Dehradun,Uttarakhand,Graphic Era Deemed to be University,BTech,ECE,3,73.2,8.2,3.4,Daily,Yes,No,7.2,7.9,Low,Yes,7,6,Medium,Good
588,20,Male,Dehradun,Uttarakhand,Graphic Era Deemed to be University,BA,English,2,90.7,10.0,3.7,Daily,No,Yes,6.5,4.0,Medium,No,3,7,Low,Excellent
589,20,Male,Dehradun,Uttarakhand,Graphic Era Deemed to be University,BSc,Mathematics,3,76.7,9.6,5.6,Weekly,Yes,No,6.5,7.9,Low,Yes,5,5,High,Excellent
590,20,Male,Dehradun,Uttarakhand,Graphic Era Deemed to be University,BSc,Biology,3,81.6,8.2,3.6,Rare,No,No,7.0,10.8,Low,No,8,7,High,Good
591,21,Male,Dehradun,Uttarakhand,Graphic Era Deemed to be University,BA,English,4,83.2,10.0,3.5,Daily,No,Yes,6.7,5.8,Medium,Yes,1,6,Medium,Excellent
592,22,Male,Dehradun,Uttarakhand,Graphic Era Deemed to be University,BTech,IT,4,78.2,10.0,1.7,Daily,Yes,Yes,7.0,3.9,High,No,6,7,Low,Excellent
593,18,Female,Dehradun,Uttarakhand,Graphic Era Deemed to be University,BTech,ME,1,78.3,8.6,1.5,Daily,No,No,7.7,7.0,Medium,No,6,6,Low,Excellent
594,22,Female,Dehradun,Uttarakhand,Graphic Era Deemed to be University,BBA,NA,2,75.1,9.2,3.7,Weekly,No,No,5.9,4.3,Medium,Yes,6,8,Medium,Excellent
595,19,Male,Dehradun,Uttarakhand,Graphic Era Deemed to be University,BTech,CE,1,73.9,8.6,2.7,Rare,No,No,7.3,3.0,High,Yes,8,5,High,Excellent
596,18,Female,Dehradun,Uttarakhand,Graphic Era Deemed to be University,BTech,ME,2,84.7,9.4,4.5,Weekly,Yes,Yes,7.4,4.0,High,No,6,4,Medium,Excellent
597,21,Male,Dehradun,Uttarakhand,Graphic Era Deemed to be University,BTech,CE,4,86.0,7.7,3.5,Weekly,No,No,6.0,7.3,Medium,Yes,6,1,Medium,Good
598,19,Female,Dehradun,Uttarakhand,Graphic Era Deemed to be University,BA,English,2,90.0,7.5,1.9,Daily,No,Yes,4.0,6.6,Medium,No,6,3,Medium,Good
599,24,Male,Dehradun,Uttarakhand,Graphic Era Deemed to be University,MBA,NA,1,74.9,10.0,4.6,Daily,No,No,6.3,1.8,High,No,5,5,Medium,Excellent
600,19,Male,Dehradun,Uttarakhand,Graphic Era Deemed to be University,BBA,NA,4,80.6,8.5,3.3,Rare,Yes,Yes,5.7,7.0,Low,Yes,2,2,High,Excellent
601,20,Female,Dehradun,Uttarakhand,Graphic Era Deemed to be University,BTech,ECE,4,77.4,8.6,1.4,Rare,No,Yes,6.3,5.5,Medium,No,2,5,Low,Excellent
602,22,Male,Dehradun,Uttarakhand,Graphic Era Deemed to be University,BTech,CE,1,73.8,8.9,4.6,Weekly,Yes,No,5.1,7.3,Low,Yes,4,7,Medium,Excellent
603,21,Male,Dehradun,Uttarakhand,Graphic Era Deemed to be University,BA,English,1,69.3,8.7,4.4,Weekly,Yes,Yes,6.7,5.7,Low,No,5,4,Low,Excellent
604,19,Female,Dehradun,Uttarakhand,Graphic Era Deemed to be University,BSc,Mathematics,3,80.4,9.3,3.6,Weekly,No,No,7.8,7.8,Medium,No,3,8,Low,Excellent
605,20,Male,Dehradun,Uttarakhand,Graphic Era Deemed to be University,BBA,NA,1,84.2,9.8,0.6,Daily,No,No,7.1,5.1,High,No,4,9,Low,Excellent
606,18,Female,Dehradun,Uttarakhand,Graphic Era Deemed to be University,BTech,IT,2,78.8,8.2,4.5,Weekly,Yes,No,6.9,8.3,Low,No,7,2,High,Good
607,19,Male,Dehradun,Uttarakhand,Graphic Era Deemed to be University,BA,English,3,82.8,9.0,0.5,Daily,No,No,9.0,7.1,Medium,Yes,6,8,Medium,Excellent
608,21,Female,Dehradun,Uttarakhand,Graphic Era Deemed to be University,BTech,IT,2,87.5,10.0,3.7,Daily,Yes,Yes,6.9,5.0,Medium,No,4,5,High,Excellent
609,19,Female,Dehradun,Uttarakhand,Graphic Era Deemed to be University,BTech,CSE,4,61.2,10.0,3.8,Daily,Yes,Yes,7.0,6.3,Medium,No,4,10,Low,Excellent
610,18,Male,Dehradun,Uttarakhand,Graphic Era Deemed to be University,BTech,ECE,1,80.3,9.6,2.6,Weekly,Yes,Yes,6.0,3.3,Low,No,6,5,High,Excellent
611,21,Male,Dehradun,Uttarakhand,Graphic Era Deemed to be University,BTech,ECE,1,91.7,9.3,2.2,Rare,No,No,7.5,7.3,High,No,5,4,High,Excellent
612,20,Female,Dehradun,Uttarakhand,Graphic Era Deemed to be University,BBA,NA,1,84.4,8.9,2.3,Weekly,Yes,Yes,5.8,4.9,Low,No,5,4,High,Excellent
613,17,Female,Dehradun,Uttarakhand,Graphic Era Deemed to be University,BTech,CSE,2,66.8,8.8,4.5,Rare,No,No,7.6,5.2,Low,No,3,4,Medium,Excellent
614,20,Male,Dehradun,Uttarakhand,Graphic Era Deemed to be University,BTech,ECE,4,87.3,9.5,2.8,Weekly,No,Yes,5.8,6.5,Medium,No,4,5,Medium,Excellent
615,21,Female,Dehradun,Uttarakhand,Graphic Era Deemed to be University,MBA,NA,2,79.6,9.4,1.6,Weekly,Yes,Yes,7.2,8.1,Low,No,5,9,Medium,Excellent
616,22,Male,Dehradun,Uttarakhand,Graphic Era Deemed to be University,BBA,NA,4,81.1,10.0,4.4,Weekly,No,Yes,8.4,6.9,High,No,4,5,High,Excellent
617,18,Male,Dehradun,Uttarakhand,Graphic Era Deemed to be University,BA,English,2,76.6,8.2,5.1,Weekly,Yes,No,4.8,9.1,Medium,No,8,5,Low,Good
618,20,Female,Dehradun,Uttarakhand,Graphic Era Deemed to be University,BTech,ME,1,90.3,9.1,5.0,Rare,Yes,Yes,5.6,7.2,Low,No,5,6,Low,Excellent
619,22,Male,Dehradun,Uttarakhand,Graphic Era Deemed to be University,BSc,Biology,1,88.4,9.7,2.4,Weekly,No,No,5.7,5.2,High,No,6,6,Medium,Excellent
620,21,Male,Dehradun,Uttarakhand,Graphic Era Deemed to be University,BSc,Biology,3,87.7,9.2,4.0,Weekly,No,No,5.6,5.6,Low,No,8,6,Medium,Excellent
621,19,Male,Dehradun,Uttarakhand,Graphic Era Deemed to be University,BTech,ME,4,67.7,8.7,3.3,Rare,Yes,Yes,7.3,4.7,High,No,5,4,Medium,Excellent
622,19,Female,Dehradun,Uttarakhand,Graphic Era Deemed to be University,BTech,IT,4,92.5,10.0,5.8,Daily,No,Yes,6.9,4.0,Medium,No,1,3,Medium,Excellent
623,22,Male,Dehradun,Uttarakhand,Graphic Era Deemed to be University,MBA,NA,1,79.2,9.2,4.1,Weekly,No,No,4.8,3.6,Medium,No,7,7,Low,Excellent
624,20,Male,Dehradun,Uttarakhand,Graphic Era Deemed to be University,BSc,Biology,1,94.4,8.1,3.2,Daily,No,No,7.1,6.4,Low,No,10,2,Medium,Good
625,19,Male,Dehradun,Uttarakhand,Graphic Era Deemed to be University,BSc,Mathematics,2,83.7,8.2,2.5,Daily,No,No,7.0,7.4,Medium,No,10,8,Medium,Good
626,19,Female,Dehradun,Uttarakhand,Graphic Era Deemed to be University,MBA,NA,2,73.5,9.0,0.8,Daily,Yes,No,6.7,7.5,Medium,Yes,3,8,Medium,Excellent
627,18,Male,Dehradun,Uttarakhand,Graphic Era Deemed to be University,BBA,NA,3,76.6,9.7,5.9,Weekly,Yes,No,7.7,6.0,Medium,No,5,6,Low,Excellent
628,17,Male,Dehradun,Uttarakhand,Graphic Era Deemed to be University,BSc,Mathematics,4,98.4,9.7,3.7,Daily,No,No,7.4,5.9,Medium,No,4,6,Low,Excellent
629,23,Female,Dehradun,Uttarakhand,Graphic Era Deemed to be University,BBA,NA,1,65.7,8.0,2.0,Daily,Yes,Yes,6.6,8.6,Low,No,6,4,Medium,Good
630,21,Male,Dehradun,Uttarakhand,Graphic Era Deemed to be University,BTech,CE,4,83.4,9.8,4.6,Weekly,Yes,No,9.0,10.4,Medium,No,4,9,Medium,Excellent
631,20,Male,Dehradun,Uttarakhand,Graphic Era Deemed to be University,BSc,Physics,2,61.1,6.6,3.2,Weekly,No,Yes,6.2,7.7,Medium,No,8,2,Medium,Average
632,21,Male,Dehradun,Uttarakhand,Graphic Era Deemed to be University,MBA,NA,1,76.1,9.0,4.6,Daily,No,Yes,7.4,6.7,High,No,5,4,Medium,Excellent
633,21,Male,Dehradun,Uttarakhand,Graphic Era Deemed to be University,BBA,NA,3,78.2,7.3,3.3,Rare,No,No,6.6,5.4,High,Yes,8,5,Medium,Average
634,21,Female,Dehradun,Uttarakhand,Graphic Era Deemed to be University,BTech,ECE,4,76.0,8.0,3.5,Daily,No,No,8.6,6.0,Medium,Yes,6,4,Medium,Good
635,20,Female,Dehradun,Uttarakhand,Graphic Era Deemed to be University,MBA,NA,1,62.4,9.3,3.8,Daily,No,No,7.1,6.1,Medium,No,8,7,Medium,Excellent
636,18,Female,Dehradun,Uttarakhand,Graphic Era Deemed to be University,BSc,Biology,1,79.4,8.2,3.6,Daily,Yes,Yes,5.9,7.9,Medium,Yes,10,6,Medium,Good
637,20,Female,Dehradun,Uttarakhand,Graphic Era Deemed to be University,BTech,ECE,1,70.9,7.0,0.8,Rare,No,No,6.3,3.2,Low,No,9,6,Medium,Average
638,21,Male,Dehradun,Uttarakhand,Graphic Era Deemed to be University,BTech,CSE,2,66.8,8.6,2.3,Daily,No,No,7.1,8.1,High,No,7,6,Medium,Excellent
639,20,Male,Dehradun,Uttarakhand,Graphic Era Deemed to be University,BA,English,2,80.0,9.9,2.0,Daily,No,Yes,7.0,3.9,Low,No,6,5,Medium,Excellent
640,19,Male,Dehradun,Uttarakhand,Graphic Era Deemed to be University,BSc,Physics,1,64.0,8.7,3.3,Daily,Yes,No,7.5,9.3,Medium,No,4,3,High,Excellent
641,17,Male,Dehradun,Uttarakhand,Graphic Era Deemed to be University,BTech,IT,2,73.6,8.8,3.1,Weekly,Yes,No,6.9,7.4,Low,No,4,5,Medium,Excellent
642,20,Female,Dehradun,Uttarakhand,Graphic Era Deemed to be University,BSc,Mathematics,3,79.0,8.0,4.2,Weekly,Yes,No,7.8,6.8,Low,Yes,6,3,Low,Good
643,20,Female,Dehradun,Uttarakhand,Graphic Era Deemed to be University,BTech,ME,3,85.3,9.4,2.5,Daily,No,Yes,6.3,4.9,Medium,No,7,8,Medium,Excellent
644,21,Male,Dehradun,Uttarakhand,Graphic Era Deemed to be University,BA,English,3,79.2,10.0,3.3,Daily,No,Yes,6.8,7.5,High,No,6,10,Low,Excellent
645,20,Male,Dehradun,Uttarakhand,Graphic Era Deemed to be University,BSc,Physics,2,72.7,7.4,2.2,Daily,No,Yes,7.0,6.3,Low,No,10,6,Medium,Average
646,20,Male,Dehradun,Uttarakhand,Graphic Era Deemed to be University,BTech,ME,3,57.3,7.5,3.4,Rare,Yes,No,7.0,7.6,High,Yes,7,5,High,Good
647,18,Male,Dehradun,Uttarakhand,Graphic Era Deemed to be University,BBA,NA,1,66.7,10.0,4.0,Daily,No,No,5.7,5.2,High,No,4,7,Medium,Excellent
648,18,Female,Dehradun,Uttarakhand,Graphic Era Deemed to be University,BTech,CSE,2,59.5,9.1,3.3,Weekly,No,No,7.0,6.4,High,No,5,6,Medium,Excellent
649,21,Female,Dehradun,Uttarakhand,Graphic Era Deemed to be University,MBA,NA,1,58.4,7.6,2.9,Daily,No,Yes,7.2,4.2,Low,Yes,9,5,Medium,Good
650,20,Male,Dehradun,Uttarakhand,Graphic Era Deemed to be University,BBA,NA,2,72.1,7.5,0.7,Weekly,Yes,No,6.6,8.1,Medium,No,5,4,Medium,Good
651,19,Female,Dehradun,Uttarakhand,Graphic Era Deemed to be University,BSc,Mathematics,2,72.9,7.5,3.7,Rare,No,Yes,7.8,10.8,Medium,Yes,7,8,Medium,Good
652,18,Male,Dehradun,Uttarakhand,Graphic Era Deemed to be University,BTech,CE,2,78.6,9.9,3.7,Daily,Yes,Yes,5.9,5.6,Low,No,6,7,Medium,Excellent
653,20,Female,Dehradun,Uttarakhand,Graphic Era Deemed to be University,BTech,ME,4,72.9,7.9,2.7,Daily,No,Yes,5.8,9.6,Low,No,6,6,Medium,Good
654,24,Male,Dehradun,Uttarakhand,Graphic Era Deemed to be University,BTech,ME,4,67.3,8.9,2.9,Weekly,Yes,No,7.4,7.2,Medium,Yes,7,10,Low,Excellent
655,18,Female,Dehradun,Uttarakhand,Graphic Era Deemed to be University,BSc,Chemistry,3,75.4,9.8,4.0,Daily,Yes,No,9.0,3.2,Low,No,8,6,High,Excellent
656,19,Male,Dehradun,Uttarakhand,Graphic Era Deemed to be University,BTech,ME,2,69.6,7.7,4.6,Weekly,No,Yes,7.7,7.9,Low,Yes,5,5,Medium,Good
657,21,Female,Dehradun,Uttarakhand,Graphic Era Deemed to be University,BBA,NA,4,82.2,8.0,2.1,Weekly,No,Yes,6.5,5.1,Low,Yes,3,4,Medium,Good
658,19,Male,Dehradun,Uttarakhand,Graphic Era Deemed to be University,BTech,ECE,1,70.6,7.9,1.1,Weekly,No,No,9.0,8.5,Medium,No,4,7,Low,Good
